acclr(x),acclr(y),acclr(z),gyro(x),gyro(y),gyro(z)
0.22,-0.04,10.53,-0.07,-0.07,-0.04
0.17,-0.07,11.29,-0.03,0,-0.04
0.33,0.01,10.6,-0.01,0.05,-0.04
0.53,-0.03,9.34,-0.01,0.07,-0.04
0.73,-0.05,7.78,-0.04,0.04,-0.04
0.77,-0.1,7.66,-0.07,-0.03,-0.05
0.59,-0.16,8.73,-0.09,-0.08,-0.05
0.21,-0.03,10.26,-0.08,-0.08,-0.04
0.14,-0.06,11.15,-0.04,-0.03,-0.04
0.29,-0.03,10.93,-0.02,0.04,-0.04
0.44,-0.03,9.88,-0.01,0.07,-0.04
0.67,-0.06,8.23,-0.04,0.06,-0.04
0.78,-0.09,7.54,-0.06,0,-0.04
0.65,-0.14,8.31,-0.09,-0.06,-0.04
0.36,-0.13,9.67,-0.09,-0.09,-0.04
0.09,-0.05,10.95,-0.05,-0.04,-0.04
0.23,-0.07,11.25,-0.03,0.02,-0.04
0.38,-0.01,10.19,-0.01,0.06,-0.04
0.61,-0.08,9,-0.02,0.07,-0.04
0.75,-0.05,7.52,-0.05,0.02,-0.04
0.72,-0.11,7.88,-0.08,-0.04,-0.04
0.45,-0.13,9.25,-0.09,-0.09,-0.04
0.22,-0.04,10.49,-0.07,-0.07,-0.04
0.18,-0.07,11.26,-0.03,0,-0.04
0.28,0.02,10.69,-0.02,0.05,-0.04
0.5,-0.04,9.61,-0.01,0.07,-0.04
0.73,-0.06,7.87,-0.04,0.05,-0.04
0.75,-0.11,7.6,-0.07,-0.02,-0.04
0.59,-0.16,8.59,-0.09,-0.07,-0.05
0.28,-0.05,10.14,-0.08,-0.08,-0.04
0.13,-0.05,11.1,-0.05,-0.03,-0.04
0.26,-0.06,11.14,-0.03,0.03,-0.04
0.44,-0.01,10,-0.01,0.07,-0.04
0.64,-0.06,8.58,-0.03,0.06,-0.04
0.74,-0.06,7.49,-0.06,0.01,-0.04
0.67,-0.12,8.05,-0.08,-0.05,-0.05
0.4,-0.11,9.52,-0.09,-0.09,-0.04
0.15,-0.04,10.7,-0.06,-0.06,-0.04
0.19,-0.05,11.25,-0.03,0.01,-0.04
0.33,0.03,10.49,-0.01,0.05,-0.04
0.55,-0.06,9.21,-0.02,0.07,-0.04
0.75,-0.06,7.64,-0.05,0.04,-0.04
0.72,-0.15,7.72,-0.08,-0.03,-0.04
0.56,-0.15,8.84,-0.09,-0.08,-0.04
0.2,-0.03,10.33,-0.08,-0.08,-0.04
0.13,-0.04,11.18,-0.04,-0.02,-0.04
0.3,-0.01,10.84,-0.02,0.04,-0.04
0.47,-0.07,9.81,-0.01,0.07,-0.04
0.66,-0.04,8.11,-0.04,0.05,-0.04
0.74,-0.07,7.51,-0.06,0,-0.05
0.63,-0.14,8.36,-0.09,-0.07,-0.04
0.34,-0.12,9.72,-0.09,-0.09,-0.04
0.16,-0.04,11.01,-0.05,-0.04,-0.04
0.24,-0.07,11.26,-0.03,0.02,-0.04
0.4,0,10.18,-0.01,0.06,-0.04
0.57,-0.07,8.94,-0.02,0.07,-0.04
0.76,-0.08,7.51,-0.05,0.02,-0.04
0.72,-0.12,7.83,-0.08,-0.04,-0.05
0.44,-0.11,9.2,-0.09,-0.09,-0.04
0.2,-0.05,10.48,-0.07,-0.07,-0.04
0.16,-0.07,11.26,-0.03,0,-0.04
0.33,0.01,10.77,-0.02,0.04,-0.04
0.49,-0.07,9.53,-0.01,0.07,-0.04
0.71,-0.05,8,-0.04,0.05,-0.04
0.77,-0.1,7.61,-0.07,-0.01,-0.04
0.6,-0.14,8.43,-0.09,-0.07,-0.04
0.27,-0.09,10.06,-0.09,-0.09,-0.04
0.11,-0.05,11,-0.05,-0.04,-0.04
0.26,-0.05,11.14,-0.03,0.02,-0.04
0.39,-0.02,10.15,-0.01,0.06,-0.04
0.65,-0.07,8.62,-0.03,0.06,-0.04
0.74,-0.07,7.54,-0.05,0.02,-0.04
0.64,-0.12,7.99,-0.08,-0.05,-0.04
0.43,-0.13,9.33,-0.09,-0.09,-0.04
0.16,-0.04,10.62,-0.07,-0.06,-0.04
0.17,-0.06,11.25,-0.03,0,-0.04
0.32,0.03,10.59,-0.01,0.05,-0.04
0.52,-0.06,9.49,-0.01,0.07,-0.04
0.74,-0.06,7.78,-0.04,0.04,-0.04
0.73,-0.1,7.56,-0.07,-0.02,-0.04
0.6,-0.14,8.7,-0.09,-0.08,-0.04
0.28,-0.07,10.09,-0.09,-0.09,-0.04
0.16,-0.06,11.15,-0.05,-0.03,-0.04
0.25,-0.03,11.13,-0.02,0.03,-0.04
0.44,-0.03,10.01,-0.01,0.07,-0.04
0.67,-0.1,8.59,-0.03,0.06,-0.04
0.73,-0.07,7.49,-0.06,0.01,-0.04
0.65,-0.12,8,-0.08,-0.05,-0.04
0.41,-0.14,9.5,-0.09,-0.09,-0.04
0.16,-0.02,10.63,-0.07,-0.06,-0.04
0.18,-0.05,11.25,-0.03,0,-0.04
0.35,0.02,10.56,-0.01,0.05,-0.04
0.54,-0.07,9.5,-0.01,0.07,-0.04
0.72,-0.03,7.73,-0.04,0.04,-0.04
0.75,-0.13,7.61,-0.07,-0.02,-0.04
0.57,-0.17,8.71,-0.09,-0.08,-0.05
0.31,-0.11,10.06,-0.09,-0.09,-0.04
0.12,-0.04,11.09,-0.05,-0.03,-0.04
0.26,-0.04,11.14,-0.02,0.03,-0.04
0.44,-0.02,10.07,-0.01,0.07,-0.04
0.65,-0.05,8.64,-0.03,0.06,-0.04
0.74,-0.08,7.51,-0.06,0.01,-0.04
0.67,-0.13,7.95,-0.08,-0.05,-0.04
0.39,-0.11,9.47,-0.09,-0.09,-0.05
0.14,-0.01,10.6,-0.07,-0.06,-0.04
0.18,-0.08,11.27,-0.03,0,-0.04
0.34,0.03,10.6,-0.01,0.05,-0.04
0.56,-0.09,9.32,-0.01,0.07,-0.04
0.72,-0.04,7.75,-0.04,0.04,-0.04
0.74,-0.11,7.64,-0.07,-0.02,-0.05
0.59,-0.15,8.64,-0.09,-0.08,-0.05
0.24,-0.06,10.18,-0.08,-0.08,-0.04
0.12,-0.05,11.08,-0.05,-0.03,-0.04
0.28,-0.04,11.06,-0.02,0.03,-0.04
0.45,-0.04,10.06,-0.01,0.07,-0.04
0.68,-0.09,8.46,-0.03,0.06,-0.04
0.75,-0.06,7.5,-0.06,0.01,-0.05
0.69,-0.13,8.03,-0.08,-0.05,-0.04
0.4,-0.11,9.35,-0.09,-0.09,-0.05
0.18,-0.05,10.69,-0.06,-0.06,-0.04
0.18,-0.06,11.19,-0.03,0,-0.04
0.34,0.01,10.49,-0.01,0.06,-0.04
0.58,-0.07,9.08,-0.02,0.07,-0.04
0.75,-0.05,7.51,-0.06,0.01,-0.04
0.64,-0.13,8.27,-0.09,-0.06,-0.04
0.27,-0.08,10.12,-0.09,-0.09,-0.04
0.16,-0.06,11.11,-0.05,-0.03,-0.04
0.27,-0.03,11.02,-0.02,0.03,-0.04
0.43,-0.02,10,-0.01,0.07,-0.04
0.64,-0.05,8.38,-0.03,0.06,-0.04
0.75,-0.08,7.5,-0.06,0.01,-0.04
0.65,-0.13,8.16,-0.09,-0.06,-0.04
0.41,-0.12,9.42,-0.09,-0.09,-0.04
0.13,-0.01,10.73,-0.06,-0.06,-0.04
0.2,-0.05,11.29,-0.03,0,-0.04
0.34,0.03,10.51,-0.01,0.05,-0.04
0.55,-0.07,9.4,-0.01,0.07,-0.04
0.71,-0.05,7.71,-0.04,0.04,-0.04
0.74,-0.12,7.6,-0.07,-0.02,-0.05
0.58,-0.15,8.71,-0.09,-0.08,-0.05
0.31,-0.1,10.09,-0.09,-0.09,-0.04
0.11,-0.05,11.07,-0.05,-0.03,-0.04
0.25,-0.05,11.16,-0.02,0.02,-0.04
0.39,-0.02,10.2,-0.01,0.06,-0.04
0.68,-0.05,8.65,-0.03,0.07,-0.04
0.74,-0.05,7.42,-0.06,0.01,-0.05
0.68,-0.16,7.89,-0.08,-0.05,-0.04
0.38,-0.11,9.38,-0.1,-0.09,-0.04
0.16,-0.01,10.55,-0.07,-0.07,-0.04
0.16,-0.07,11.25,-0.04,-0.01,-0.04
0.3,0.01,10.75,-0.01,0.05,-0.04
0.49,-0.07,9.72,-0.01,0.08,-0.04
0.72,-0.06,7.95,-0.04,0.05,-0.04
0.76,-0.13,7.47,-0.07,-0.01,-0.05
0.61,-0.19,8.46,-0.09,-0.07,-0.04
0.3,-0.07,9.83,-0.09,-0.09,-0.04
0.11,0,11,-0.06,-0.05,-0.04
0.21,-0.03,11.37,-0.03,0.02,-0.04
0.38,0.09,10.22,-0.01,0.07,-0.04
0.57,-0.05,8.95,-0.02,0.08,-0.04
0.73,-0.06,7.41,-0.05,0.03,-0.04
0.72,-0.16,7.74,-0.08,-0.04,-0.04
0.44,-0.13,9.13,-0.1,-0.09,-0.04
0.22,-0.05,10.24,-0.08,-0.08,-0.04
0.19,-0.09,10.99,-0.04,0,-0.04
0.36,-0.01,10.28,-0.01,0.06,-0.04
0.62,-0.07,8.81,-0.02,0.07,-0.04
0.75,-0.1,7.58,-0.04,0.03,-0.04
1.28,-1.13,9.21,-0.01,0.17,0.04
0.24,-0.04,10.49,-0.03,0.02,-0.04
0.41,-0.04,9.91,0,0.06,-0.04
0.62,-0.07,8.9,-0.02,0.06,-0.04
0.73,-0.07,7.8,-0.05,0.01,-0.04
0.72,-0.13,8.1,-0.08,-0.04,-0.04
0.46,-0.11,9.31,-0.1,-0.09,-0.04
0.17,-0.02,10.47,-0.07,-0.06,-0.04
0.14,-0.07,11.14,-0.03,0,-0.04
0.3,-0.02,10.57,-0.01,0.05,-0.04
0.52,-0.04,9.39,-0.01,0.07,-0.04
0.74,-0.07,8.04,-0.03,0.05,-0.04
0.7,-0.11,7.77,-0.07,-0.02,-0.04
0.57,-0.14,8.73,-0.1,-0.08,-0.04
0.22,-0.05,10.15,-0.09,-0.08,-0.04
0.14,-0.08,11.02,-0.05,-0.03,-0.04
0.26,-0.03,10.97,-0.02,0.03,-0.04
0.45,-0.06,9.97,0,0.07,-0.04
0.67,-0.07,8.42,-0.02,0.06,-0.04
0.79,-0.1,7.55,-0.06,0.01,-0.05
0.7,-0.13,8.15,-0.09,-0.06,-0.04
0.45,-0.14,9.49,-0.1,-0.09,-0.04
0.11,-0.01,10.67,-0.07,-0.06,-0.04
0.14,-0.05,11.23,-0.03,0,-0.04
0.32,0.04,10.46,-0.01,0.06,-0.04
0.55,-0.1,9.35,-0.01,0.08,-0.04
0.72,-0.08,7.72,-0.04,0.04,-0.04
0.77,-0.11,7.68,-0.07,-0.02,-0.05
0.56,-0.16,8.81,-0.1,-0.08,-0.05
0.28,-0.1,10.15,-0.09,-0.08,-0.04
0.11,-0.06,11.03,-0.05,-0.02,-0.04
0.25,-0.03,11,-0.02,0.03,-0.04
0.43,-0.02,9.99,0,0.07,-0.04
0.66,-0.07,8.53,-0.02,0.07,-0.04
0.8,-0.09,7.55,-0.06,0.01,-0.04
0.67,-0.11,8.06,-0.09,-0.05,-0.04
0.42,-0.13,9.56,-0.1,-0.09,-0.04
0.16,-0.05,10.57,-0.07,-0.06,-0.04
0.2,-0.06,11.2,-0.03,0,-0.04
0.29,0.01,10.45,-0.01,0.05,-0.04
0.57,-0.06,9.29,-0.02,0.07,-0.04
0.73,-0.06,7.74,-0.04,0.05,-0.04
0.76,-0.12,7.62,-0.07,-0.03,-0.04
0.58,-0.17,8.77,-0.1,-0.08,-0.04
0.26,-0.06,10.06,-0.1,-0.09,-0.04
0.11,-0.03,10.98,-0.05,-0.04,-0.04
0.23,-0.01,11.2,-0.02,0.03,-0.04
0.39,0,10.17,0,0.07,-0.04
0.67,-0.03,8.42,-0.02,0.07,-0.04
0.84,-0.09,7.46,-0.05,0.02,-0.05
0.72,-0.21,8.12,-0.09,-0.06,-0.04
0.43,-0.15,9.33,-0.11,-0.1,-0.04
0.11,-0.01,10.5,-0.07,-0.07,-0.04
0.12,-0.05,11.38,-0.03,-0.01,-0.04
0.27,0.03,10.66,-0.01,0.06,-0.04
0.53,-0.07,9.51,-0.01,0.07,-0.04
0.69,-0.05,7.81,-0.05,0.04,-0.04
0.74,-0.09,7.58,-0.07,-0.02,-0.05
0.59,-0.16,8.68,-0.09,-0.08,-0.04
0.3,-0.09,10.08,-0.09,-0.09,-0.04
0.12,-0.04,10.99,-0.05,-0.03,-0.04
0.22,-0.06,11.13,-0.02,0.03,-0.04
0.37,-0.01,10.2,0,0.06,-0.04
0.62,-0.11,8.73,-0.03,0.06,-0.04
0.76,-0.08,7.55,-0.05,0.02,-0.04
0.72,-0.1,7.89,-0.08,-0.05,-0.04
0.46,-0.16,9.29,-0.1,-0.09,-0.04
0.22,-0.04,10.34,-0.08,-0.08,-0.05
0.11,-0.04,11.16,-0.04,-0.02,-0.04
0.25,0.01,10.88,-0.01,0.05,-0.04
0.45,-0.02,9.85,0,0.08,-0.04
0.66,-0.01,7.91,-0.03,0.06,-0.04
0.83,-0.1,7.43,-0.06,0,-0.04
0.67,-0.21,8.44,-0.1,-0.07,-0.05
0.39,-0.13,9.33,-0.11,-0.1,-0.04
0.18,-0.01,10.39,-0.07,-0.08,-0.04
0.13,-0.06,11.4,-0.03,-0.01,-0.04
0.3,-0.03,10.75,-0.01,0.06,-0.04
0.55,-0.06,9.55,-0.01,0.08,-0.04
0.8,-0.05,7.63,-0.03,0.05,-0.04
0.74,-0.23,7.97,-0.06,-0.01,-0.05
0.54,-0.25,8.85,-0.11,-0.07,-0.04
0.39,-0.05,9.48,-0.1,-0.1,-0.04
0.17,-0.03,10.85,-0.05,-0.05,-0.04
0.21,0.11,11.38,-0.02,0.02,-0.05
0.43,-0.03,10.27,0,0.08,-0.04
0.57,-0.04,8.59,-0.01,0.08,-0.04
0.79,-0.16,7.62,-0.04,0.02,-0.05
0.73,-0.27,8.32,-0.08,-0.03,-0.05
0.52,-0.07,8.93,-0.11,-0.09,-0.05
0.26,-0.06,10.04,-0.08,-0.1,-0.04
0.12,-0.1,11.38,-0.04,-0.02,-0.04
0.28,-0.05,11.12,-0.01,0.05,-0.04
0.51,-0.05,9.66,0,0.09,-0.04
0.72,-0.02,7.92,-0.02,0.07,-0.04
0.79,-0.22,7.84,-0.06,0,-0.05
0.69,-0.24,8.4,-0.1,-0.06,-0.05
0.44,-0.09,9.25,-0.1,-0.11,-0.04
0.15,-0.05,10.6,-0.06,-0.08,-0.04
0.18,-0.07,11.53,-0.03,0.01,-0.04
0.28,0,10.7,-0.01,0.07,-0.04
0.59,-0.03,8.97,-0.01,0.09,-0.04
0.82,-0.08,7.53,-0.03,0.04,-0.04
0.72,-0.26,8.1,-0.08,-0.03,-0.05
0.56,-0.21,8.78,-0.11,-0.07,-0.04
0.34,-0.02,9.65,-0.09,-0.1,-0.04
0.13,-0.07,11,-0.05,-0.05,-0.04
0.25,-0.04,11.35,-0.02,0.03,-0.04
0.39,0.01,10.24,0,0.09,-0.04
0.67,-0.02,8.22,-0.02,0.07,-0.04
0.78,-0.19,7.64,-0.05,0.02,-0.05
0.7,-0.25,8.17,-0.1,-0.05,-0.04
0.48,-0.14,8.97,-0.11,-0.1,-0.04
0.14,0.01,10.4,-0.08,-0.09,-0.04
0.1,-0.09,11.43,-0.04,-0.02,-0.04
0.28,0,10.98,-0.01,0.06,-0.04
0.48,0,9.64,0,0.09,-0.04
0.72,-0.04,7.82,-0.02,0.06,-0.04
0.78,-0.2,7.86,-0.06,0,-0.05
0.71,-0.21,8.33,-0.1,-0.07,-0.04
0.45,-0.12,9.26,-0.11,-0.11,-0.04
0.1,-0.04,10.82,-0.05,-0.06,-0.04
0.16,-0.07,11.5,-0.03,0.01,-0.04
0.35,-0.02,10.2,-0.02,0.07,-0.04
0.6,-0.07,9.17,-0.02,0.07,-0.04
0.76,-0.07,7.61,-0.05,0.03,-0.04
0.74,-0.09,7.61,-0.08,-0.03,-0.04
0.56,-0.14,9.05,-0.1,-0.09,-0.04
0.33,-0.04,10.14,-0.1,-0.09,-0.04
0.13,-0.04,11.05,-0.04,-0.04,-0.04
0.27,-0.04,11.15,-0.02,0.03,-0.04
0.37,-0.07,10.21,0,0.08,-0.04
0.63,-0.03,8.69,-0.02,0.07,-0.04
0.8,-0.14,7.37,-0.05,0.02,-0.04
0.71,-0.13,7.89,-0.08,-0.05,-0.05
0.46,-0.17,9.29,-0.11,-0.1,-0.04
0.15,0.05,10.3,-0.08,-0.09,-0.04
0.08,-0.04,11.44,-0.03,-0.01,-0.04
0.3,0.05,11.04,-0.01,0.05,-0.04
0.45,-0.01,9.7,0,0.09,-0.04
0.73,-0.03,8.11,-0.03,0.06,-0.04
0.79,-0.13,7.45,-0.06,0,-0.05
0.71,-0.24,8.24,-0.09,-0.07,-0.05
0.31,-0.12,9.62,-0.11,-0.1,-0.04
0.09,-0.04,10.64,-0.07,-0.07,-0.04
0.09,-0.05,11.49,-0.03,0.01,-0.04
0.29,0.02,10.74,0,0.06,-0.04
0.51,-0.02,9.44,0,0.09,-0.04
0.73,-0.04,7.64,-0.03,0.06,-0.04
0.83,-0.16,7.52,-0.07,-0.02,-0.04
0.68,-0.2,8.51,-0.1,-0.08,-0.04
0.21,-0.11,9.86,-0.1,-0.1,-0.04
0.09,0,10.92,-0.06,-0.05,-0.04
0.14,-0.05,11.48,-0.02,0.02,-0.04
0.32,0.03,10.48,0,0.08,-0.04
0.58,-0.08,9.09,-0.01,0.09,-0.04
0.76,-0.08,7.41,-0.04,0.04,-0.04
0.76,-0.13,7.65,-0.08,-0.04,-0.04
0.52,-0.21,8.8,-0.11,-0.09,-0.05
0.21,-0.07,10.01,-0.09,-0.1,-0.04
0.09,-0.07,11.15,-0.05,-0.04,-0.04
0.19,-0.01,11.46,-0.02,0.03,-0.04
0.36,0.04,10.29,0,0.08,-0.04
0.67,-0.05,8.61,-0.01,0.08,-0.04
0.81,-0.1,7.36,-0.05,0.02,-0.05
0.72,-0.22,7.7,-0.08,-0.04,-0.04
0.41,-0.17,9.17,-0.11,-0.1,-0.04
0.14,-0.03,10.21,-0.09,-0.09,-0.04
0.06,-0.01,11.21,-0.04,-0.02,-0.04
0.34,-0.06,10.86,-0.02,0.04,-0.04
0.41,-0.06,9.84,-0.01,0.07,-0.04
0.7,-0.02,8.61,-0.03,0.05,-0.05
0.76,-0.23,7.38,-0.05,0.01,-0.05
0.67,-0.18,7.9,-0.08,-0.05,-0.04
0.45,0.03,9.34,-0.1,-0.08,-0.05
0.12,-0.03,10.29,-0.08,-0.08,-0.04
0.07,-0.08,11.55,-0.03,-0.01,-0.04
0.3,0.04,10.97,-0.01,0.05,-0.04
0.48,0.01,9.7,0,0.08,-0.04
0.71,-0.08,8.1,-0.03,0.07,-0.04
0.79,-0.15,7.38,-0.06,0,-0.04
0.67,-0.2,8.17,-0.09,-0.07,-0.05
0.43,-0.15,9.64,-0.11,-0.1,-0.04
0.13,-0.01,10.56,-0.07,-0.07,-0.04
0.15,-0.06,11.42,-0.03,0,-0.04
0.25,-0.01,10.81,-0.01,0.06,-0.04
0.51,-0.06,9.47,0,0.09,-0.04
0.72,-0.03,7.78,-0.03,0.06,-0.04
0.79,-0.18,7.44,-0.07,-0.01,-0.04
0.67,-0.22,8.37,-0.1,-0.08,-0.05
0.34,-0.11,9.73,-0.1,-0.1,-0.04
0.11,-0.03,10.78,-0.06,-0.06,-0.04
0.16,-0.06,11.48,-0.03,0.01,-0.04
0.3,0.05,10.69,0,0.06,-0.04
0.56,-0.06,9.2,-0.01,0.09,-0.04
0.77,-0.06,7.57,-0.03,0.05,-0.05
0.74,-0.14,7.54,-0.07,-0.02,-0.05
0.6,-0.26,8.55,-0.1,-0.08,-0.04
0.3,-0.11,9.91,-0.1,-0.1,-0.04
0.12,-0.02,11.05,-0.06,-0.05,-0.04
0.19,0.02,11.37,-0.03,0.02,-0.04
0.35,0.01,10.41,-0.01,0.07,-0.04
0.59,-0.03,8.93,-0.03,0.06,-0.04
0.73,-0.05,7.67,-0.05,0.03,-0.04
0.72,-0.1,7.71,-0.08,-0.03,-0.04
0.59,-0.15,8.77,-0.09,-0.08,-0.04
0.24,-0.08,10.3,-0.08,-0.08,-0.04
0.12,-0.05,11.12,-0.05,-0.03,-0.04
0.27,-0.05,11.09,-0.02,0.03,-0.04
0.38,0,10.14,-0.01,0.06,-0.04
0.58,-0.06,8.87,-0.02,0.07,-0.04
0.74,-0.07,7.6,-0.05,0.03,-0.04
0.77,-0.11,7.72,-0.08,-0.03,-0.04
0.55,-0.16,8.82,-0.09,-0.08,-0.04
0.24,-0.07,10.27,-0.08,-0.08,-0.04
0.13,-0.06,11.06,-0.05,-0.03,-0.04
0.28,-0.05,11.1,-0.02,0.03,-0.04
0.38,0,10.13,-0.01,0.06,-0.04
0.63,-0.09,8.87,-0.03,0.07,-0.04
0.74,-0.04,7.61,-0.05,0.03,-0.04
0.72,-0.09,7.73,-0.08,-0.04,-0.05
0.55,-0.12,8.8,-0.09,-0.08,-0.04
0.22,-0.07,10.34,-0.08,-0.08,-0.04
0.13,-0.06,11.1,-0.05,-0.02,-0.04
0.28,-0.06,11.07,-0.02,0.03,-0.04
0.37,0.01,10.14,-0.01,0.06,-0.04
0.57,-0.09,8.99,-0.02,0.07,-0.04
0.77,-0.04,7.56,-0.05,0.03,-0.04
0.72,-0.11,7.72,-0.08,-0.04,-0.04
0.55,-0.15,8.9,-0.09,-0.08,-0.04
0.19,-0.08,10.36,-0.08,-0.08,-0.04
0.13,-0.06,11.13,-0.05,-0.02,-0.04
0.25,-0.06,11.11,-0.03,0.03,-0.04
0.43,-0.01,10.07,-0.01,0.06,-0.04
0.6,-0.08,8.91,-0.02,0.07,-0.04
0.74,-0.06,7.57,-0.05,0.03,-0.04
0.73,-0.1,7.65,-0.08,-0.04,-0.05
0.51,-0.13,9,-0.09,-0.09,-0.04
0.26,-0.09,10.27,-0.08,-0.08,-0.04
0.13,-0.07,11.13,-0.04,-0.02,-0.04
0.27,-0.04,11.09,-0.02,0.03,-0.04
0.44,-0.02,10.08,-0.01,0.06,-0.04
0.64,-0.11,8.91,-0.02,0.07,-0.04
0.72,-0.06,7.52,-0.06,0.02,-0.04
0.7,-0.1,7.67,-0.08,-0.03,-0.04
0.54,-0.17,9.06,-0.09,-0.09,-0.04
0.24,-0.1,10.3,-0.08,-0.08,-0.04
0.16,-0.05,11.15,-0.04,-0.02,-0.04
0.26,-0.04,11.08,-0.02,0.03,-0.04
0.44,-0.04,10.08,-0.01,0.07,-0.04
0.61,-0.08,8.81,-0.02,0.07,-0.04
0.75,-0.06,7.54,-0.05,0.02,-0.04
0.72,-0.11,7.72,-0.08,-0.04,-0.04
0.54,-0.15,9.11,-0.09,-0.09,-0.04
0.22,-0.08,10.3,-0.08,-0.08,-0.04
0.13,-0.04,11.09,-0.04,-0.02,-0.04
0.27,-0.04,11.04,-0.02,0.03,-0.04
0.41,-0.04,10.02,-0.01,0.06,-0.04
0.6,-0.06,8.77,-0.03,0.07,-0.04
0.75,-0.04,7.53,-0.06,0.02,-0.04
0.72,-0.11,7.73,-0.08,-0.04,-0.04
0.44,-0.11,9.15,-0.09,-0.09,-0.04
0.17,-0.04,10.35,-0.08,-0.08,-0.04
0.14,-0.06,11.14,-0.04,-0.02,-0.04
0.28,-0.05,11.07,-0.02,0.03,-0.04
0.46,-0.05,9.99,-0.01,0.07,-0.04
0.67,-0.1,8.79,-0.03,0.06,-0.04
0.76,-0.06,7.5,-0.06,0.02,-0.04
0.72,-0.11,7.73,-0.08,-0.04,-0.05
0.45,-0.12,9.2,-0.09,-0.09,-0.04
0.2,-0.05,10.34,-0.08,-0.07,-0.04
0.13,-0.06,11.14,-0.04,-0.02,-0.04
0.28,-0.06,11.02,-0.02,0.03,-0.04
0.41,-0.04,9.99,-0.01,0.06,-0.04
0.64,-0.09,8.71,-0.03,0.06,-0.04
0.75,-0.08,7.49,-0.06,0.02,-0.05
0.69,-0.12,7.76,-0.08,-0.04,-0.04
0.47,-0.15,9.2,-0.09,-0.09,-0.04
0.21,-0.08,10.41,-0.08,-0.08,-0.04
0.15,-0.05,11.16,-0.04,-0.01,-0.04
0.27,-0.06,11.01,-0.02,0.03,-0.04
0.44,-0.06,9.99,-0.01,0.07,-0.04
0.61,-0.07,8.67,-0.03,0.06,-0.04
0.76,-0.07,7.52,-0.06,0.02,-0.05
0.73,-0.11,7.77,-0.08,-0.04,-0.05
0.41,-0.12,9.26,-0.09,-0.09,-0.04
0.15,-0.05,10.4,-0.08,-0.07,-0.04
0.14,-0.07,11.12,-0.04,-0.01,-0.04
0.29,-0.03,11,-0.02,0.03,-0.04
0.43,-0.03,10.09,-0.01,0.06,-0.04
0.62,-0.05,8.64,-0.03,0.06,-0.04
0.75,-0.04,7.51,-0.05,0.02,-0.04
0.7,-0.11,7.78,-0.08,-0.04,-0.05
0.54,-0.16,9.01,-0.09,-0.09,-0.04
0.17,-0.04,10.43,-0.08,-0.07,-0.04
0.11,-0.06,11.1,-0.04,-0.02,-0.04
0.31,-0.05,11.02,-0.02,0.03,-0.04
0.43,-0.01,10.1,-0.01,0.06,-0.04
0.65,-0.08,8.63,-0.03,0.06,-0.04
0.74,-0.04,7.54,-0.05,0.02,-0.05
0.72,-0.1,7.71,-0.08,-0.04,-0.04
0.54,-0.14,8.96,-0.09,-0.09,-0.04
0.2,-0.06,10.35,-0.08,-0.08,-0.04
0.13,-0.05,11.07,-0.05,-0.02,-0.04
0.31,-0.05,11.07,-0.02,0.03,-0.04
0.43,-0.01,10.14,-0.01,0.06,-0.04
0.63,-0.07,8.81,-0.03,0.06,-0.04
0.75,-0.05,7.57,-0.05,0.03,-0.04
0.72,-0.1,7.75,-0.08,-0.04,-0.04
0.58,-0.15,8.84,-0.09,-0.08,-0.04
0.22,-0.06,10.32,-0.08,-0.08,-0.04
0.12,-0.03,11.06,-0.05,-0.03,-0.04
0.25,-0.03,11.08,-0.02,0.03,-0.04
0.4,-0.01,10.17,-0.01,0.06,-0.04
0.63,-0.08,8.94,-0.02,0.07,-0.04
0.74,-0.05,7.6,-0.05,0.03,-0.04
0.72,-0.12,7.63,-0.08,-0.03,-0.05
0.54,-0.14,8.7,-0.09,-0.08,-0.05
0.3,-0.09,10.14,-0.08,-0.08,-0.04
0.12,-0.05,11.05,-0.05,-0.03,-0.04
0.25,-0.05,11.11,-0.02,0.02,-0.04
0.36,0,10.26,-0.01,0.06,-0.04
0.57,-0.09,9.06,-0.02,0.07,-0.04
0.72,-0.03,7.68,-0.05,0.04,-0.04
0.74,-0.11,7.59,-0.07,-0.03,-0.04
0.61,-0.15,8.6,-0.09,-0.08,-0.04
0.29,-0.09,10.07,-0.09,-0.09,-0.04
0.11,0.02,10.9,-0.06,-0.04,-0.04
0.22,0.03,11.22,-0.03,0.02,-0.04
0.4,0.05,10.31,-0.01,0.05,-0.04
0.51,-0.12,9.17,-0.02,0.07,-0.04
0.74,-0.06,7.75,-0.05,0.04,-0.04
0.73,-0.1,7.6,-0.07,-0.02,-0.04
0.64,-0.14,8.45,-0.09,-0.07,-0.04
0.33,-0.08,9.92,-0.09,-0.09,-0.04
0.16,-0.07,10.88,-0.06,-0.05,-0.04
0.23,-0.08,11.25,-0.03,0.01,-0.04
0.32,0.02,10.51,-0.01,0.05,-0.04
0.54,-0.08,9.38,-0.02,0.07,-0.04
0.71,-0.05,7.96,-0.04,0.05,-0.04
0.76,-0.1,7.51,-0.07,-0.01,-0.04
0.63,-0.12,8.33,-0.09,-0.06,-0.05
0.33,-0.09,9.79,-0.09,-0.09,-0.04
0.18,-0.04,10.76,-0.06,-0.05,-0.04
0.22,-0.09,11.25,-0.03,0.01,-0.04
0.32,0.02,10.6,-0.02,0.05,-0.04
